Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1463136","","Lieu Dang","13518 SOMERSWORTH DR ","HOUSTON","TX","77041","HARRIS",832-513-8566,"Registered Child-Care Home","Registered",7/9/2012,11,"","1046981","","Y","Y","Y","Y"
"1166526","","Lieu T Vu","13303 BOXWOOD TERRACE DR ","HOUSTON","TX","77083","HARRIS",832-328-1415,"Registered Child-Care Home","Registered",7/19/2010,12,"","686790","","Y","Y","Y","Y"
"527963","","Lieu Thi Pham","3622 HASTINGS ST ","HOUSTON","TX","77017","HARRIS",713-645-7899,"Registered Child-Care Home","Registered",5/29/1997,12,"","150550","","Y","Y","Y","Y"
"1385066","","Lieu Thuy Nguyen","18203 MEMORIAL FALLS DR ","TOMBALL","TX","77375","HARRIS",832-603-9230,"Registered Child-Care Home","Registered",11/7/2011,12,"","952290","","Y","Y","Y","Y"
"1519744","","Life Support Development Ministry Daycare","4702 IRELAND ST ","HOUSTON","TX","77016","HARRIS",713-633-7463,"Licensed Center - Child Care Program","Full Permit",1/15/2014,50,"","1116840","","N","N","Y","Y"
"1508856","8711","Life Time Fitness Camps","7717 WILLOW CHASE BLVD ","HOUSTON","TX","77070","HARRIS",281-469-9300,"Licensed Center - School Age Program","Full Permit",8/29/2013,248,"","1104292","","N","N","N","Y"
"1509541","8711","Life Time Fitness Camps","815 TOWN AND COUNTRY LN ","HOUSTON","TX","77024","HARRIS",713-464-1200,"Licensed Center - School Age Program","Full Permit",10/30/2013,100,"","1105196","","N","N","N","Y"
"1509229","8711","Life Time Fitness Camps","13600 WILL CLAYTON PKWY ","HUMBLE","TX","77346","HARRIS",281-812-4100,"Licensed Center - School Age Program","Full Permit",8/12/2013,80,"","1104799","","N","N","N","Y"
"542053","","Lifes Little Blessings","9901 WINDMILL LAKES BLVD ","HOUSTON","TX","77075","HARRIS",713-910-0800,"Licensed Center - Child Care Program","Full Permit",7/22/1999,361,"marymed@aol.com","159995","","Y","Y","Y","Y"
"842317","","Lifetime Learning Center","25703 FM 2100 RD ","HUFFMAN","TX","77336","HARRIS",281-324-6840,"Licensed Center - Child Care Program","Full Permit",2/25/2005,70,"","257374","","Y","Y","Y","Y"
"1149386","","Lil Angels Christian Academy","3918 ROSEMONT ST ","HOUSTON","TX","77051","HARRIS",713-733-5683,"Licensed Center - Child Care Program","Full Permit",11/30/2010,55,"","665048","","N","Y","Y","Y"
"827048","","Lil Folks Day Care Center","11331 VETERANS MEMORIAL DR ","HOUSTON","TX","77067","HARRIS",281-537-5333,"Licensed Center - Child Care Program","Full Permit",8/21/2003,27,"lilfolksdaycares@aol.com","224331","","Y","Y","Y","Y"
"1299086","","Lil Harvard First Step Private Learning Center","12609 S GESSNER RD STE A","HOUSTON","TX","77071","HARRIS",713-981-6753,"Licensed Center - Child Care Program","Full Permit",8/31/2011,68,"terah.bias@gmail.com","847408","","Y","Y","Y","Y"
"1522751","","Lil Learners Academy","9712 FONDREN RD ","HOUSTON","TX","77096","HARRIS",713-779-5437,"Licensed Center - Child Care Program","Full Permit",2/21/2014,90,"","1121158","","Y","Y","Y","Y"
"1617067","","Lil Mindbuilders Learning Center","8014 FM 1960 RD E ","HUMBLE","TX","77346","HARRIS",281-812-0177,"Licensed Center - Child Care Program","Full Permit",6/24/2016,34,"lil.mindbuilders@gmail.com","1233945","","N","Y","Y","Y"
"1579823","","Lil One's Daycare Emporium","5802 TIDWELL RD ","HOUSTON","TX","77016","HARRIS",832-883-7079,"Licensed Center - Child Care Program","Full Permit",2/19/2016,43,"lilonesdaycare7323@yahoo.com","1193670","","Y","Y","Y","Y"
"1600697","","Lil Rascals Child Care Inc","4509 CENTER ST ","DEER PARK","TX","77536","HARRIS",281-479-5439,"Licensed Center - Child Care Program","Full Permit",4/22/2016,255,"","1216302","","Y","Y","Y","Y"
"1167706","","Lil Rascals Playhouse & Learning Center","10614 SAGEBERRY DR ","HOUSTON","TX","77089","HARRIS",281-481-1279,"Licensed Child-Care Home","Full Permit",12/14/2010,12,"lilrascalsplyhou@aol.com","688368","","Y","Y","Y","Y"
"543044","","Lil Tots Group","4613 BOICEWOOD ST ","HOUSTON","TX","77016","HARRIS",713-631-9618,"Licensed Child-Care Home","Full Permit",9/17/1999,12,"mvelula@yahoo.com","160786","","Y","Y","Y","Y"
"1642163","","Lil" Morehouse 24hrs. Daycare Center","8005 S KIRKWOOD RD ","HOUSTON","TX","77072","HARRIS",832-315-2831,"Licensed Center - Child Care Program","Initial",12/5/2016,34,"","1264349","","Y","Y","Y","Y"
"1618694","","Lil' Angels Childcare & Learning Academy","8703 ANTOINE DR ","HOUSTON","TX","77088","HARRIS",281-448-4134,"Licensed Center - Child Care Program","Full Permit",10/13/2016,99,"lilangelscla@yahoo.com","1236054","","Y","Y","Y","Y"
"1622561","","Lil' Pony Playhouse","7102 LIVERY LN ","CYPRESS","TX","77433","HARRIS",281-858-0126,"Licensed Child-Care Home","Full Permit",10/14/2016,12,"","1240551","","Y","Y","Y","Y"
"1633974","","Lilian Vu","11702 SPRING GROVE DR ","HOUSTON","TX","77099","HARRIS",281-948-9204,"Registered Child-Care Home","Registered",10/12/2016,12,"","1255140","","Y","Y","Y","Y"
"1571482","","Lillian  Cross","12903 GLENWYCK ST ","HOUSTON","TX","77045","HARRIS",832-968-4742,"Registered Child-Care Home","Registered",6/10/2015,12,"","1184987","","Y","Y","Y","Y"
"1509202","","Lillian  Piloya","12119 NEWBROOK DR ","HOUSTON","TX","77072","HARRIS",713-584-5482,"Registered Child-Care Home","Registered",3/15/2013,12,"","1104749","","Y","Y","Y","Y"
"1356306","","Lincoln Park Head Start","790 W LITTLE YORK RD ","HOUSTON","TX","77091","HARRIS",281-448-3600,"Licensed Center - Child Care Program","Full Permit",8/23/2011,68,"equinn@avancehouston.org","918808","","N","N","Y","Y"
"897165","","Linda  Gail Jones","8635 COTTAGE GATE LN ","HOUSTON","TX","77088","HARRIS",281-448-2337,"Registered Child-Care Home","Registered",7/21/2008,12,"jjonnes@att.net","356986","","Y","Y","Y","Y"
"197508","","Linda Bates","1207 ROCK CANYON DR ","KATY","TX","77450","HARRIS",281-392-3248,"Registered Child-Care Home","Registered",4/19/1987,12,"lindabates@consolidated.net","100225","","Y","Y","Y","Y"
"217572","","Linda D Benis","9103 NEW FOREST RD ","SPRING","TX","77379","HARRIS",281-376-8391,"Registered Child-Care Home","Registered",2/26/1987,12,"lynbenis@gmail.com","102099","","Y","Y","Y","Y"
"501800","","Linda Golden","21438 RYANS PATH LN ","HOUSTON","TX","77073","HARRIS",832-777-8029,"Registered Child-Care Home","Registered",7/8/1993,12,"","131554","","N","Y","Y","Y"
"1481246","","Linda J. Lovett","25719 WREXHAM SPRINGS CT ","SPRING","TX","77373","HARRIS",281-353-1395,"Registered Child-Care Home","Registered",9/6/2012,12,"","1070268","","Y","Y","Y","Y"
"243762","","Linda M Goodwin","16911 NEVISWAY ST ","HOUSTON","TX","77084","HARRIS",832-808-1407,"Registered Child-Care Home","Registered",11/14/1988,12,"","106737","","Y","Y","Y","Y"
"1628023","","Linda Nguyen","7507 SAN BENITO DR ","HOUSTON","TX","77083","HARRIS",832-794-8083,"Registered Child-Care Home","Registered",5/27/2016,12,"","1247503","","Y","Y","Y","Y"
"177826","","LINDA PIERSON","2623 BROWN HILL DR ","SPRING","TX","77373","HARRIS",281-350-3988,"Registered Child-Care Home","Registered",3/7/1987,12,"lindachildcare1947@gmail.com","98841","","Y","Y","Y","Y"
"1476750","","Linder Young Learners Academy","14600 GLADEBROOK DR ","HOUSTON","TX","77068","HARRIS",281-537-9090,"Licensed Center - Child Care Program","Full Permit",1/7/2013,150,"info@linderyounglearners.com","1064235","","Y","Y","Y","Y"
"1627261","","Lindsay O'Sullivan","4001 NENANA DR ","HOUSTON","TX","77025","HARRIS",913-645-4411,"Registered Child-Care Home","Full Permit",6/28/2016,12,"","1246432","","Y","Y","Y","Y"
"848428","","LINDSEY  HONG-LOAN TRAN","5011 SHADOWDALE DR ","HOUSTON","TX","77041","HARRIS",713-849-5933,"Registered Child-Care Home","Registered",5/23/2005,9,"","270645","","Y","Y","Y","Y"
"1557910","","Linh Mong Nguyen","13223 VINEYARD FALLS DR ","HOUSTON","TX","77083","HARRIS",832-275-2828,"Registered Child-Care Home","Registered",12/23/2014,10,"","1169010","","Y","Y","Y","Y"
"1275766","","Linh Thuy Van","5623 BROOKHOLLOW OAKS TRL ","HOUSTON","TX","77084","HARRIS",832-420-0142,"Registered Child-Care Home","Registered",2/8/2011,12,"","818029","","Y","Y","Y","Y"
"813487","","Lion Lane Child Care Center","2210 RIDGECREST DR ","HOUSTON","TX","77055","HARRIS",713-251-6136,"Licensed Center - Child Care Program","Full Permit",7/1/2002,44,"Jennifer.Maynard@springbranchisd.com","198872","","Y","Y","Y","Y"
"1618693","","Lisa   Johnson","201 DUNCAN RD ","MARSHALL","TX","75672","HARRISON",903-926-3762,"Registered Child-Care Home","Registered",2/17/2016,12,"","1236049","","Y","Y","Y","Y"
"1118106","","Lisa Ann Revia-Carley","3039 CYPRESS ISLAND DR ","HOUSTON","TX","77073","HARRIS",281-645-8864,"Registered Child-Care Home","Registered",4/20/2010,12,"Carley2005@comcast.net","625271","","Y","Y","Y","Y"
"828053","","Lisa Dawn Boos","2302 HOLLYFIELD LN ","KATY","TX","77493","HARRIS",281-693-3790,"Registered Child-Care Home","Registered",5/15/2003,12,"","226169","","Y","Y","Y","Y"
"1511861","","Lisa Lillian Grant","1427 HEATH COTE LN ","HOUSTON","TX","77073","HARRIS",281-662-3956,"Registered Child-Care Home","Registered",4/17/2013,12,"","1107726","","Y","Y","Y","Y"
"554027","","Lisa Marie Harris","6707 FOSTER ST ","HOUSTON","TX","77021","HARRIS",713-747-3746,"Registered Child-Care Home","Registered",12/28/2000,12,"","169264","","Y","Y","Y","Y"
"829757","","Lisa Sieusankar","18711 FOX PRAIRIE LN ","HOUSTON","TX","77084","HARRIS",281-579-3501,"Registered Child-Care Home","Registered",7/29/2003,12,"lisa199@sbcglobal.net","229855","","Y","Y","Y","Y"
"1402447","","Little Angel's School of Learning","17315 FM 529 RD ","HOUSTON","TX","77095","HARRIS",281-856-9944,"Licensed Center - Child Care Program","Full Permit",6/13/2012,91,"","972329","","Y","Y","Y","Y"
"877552","","Little Angels Daycare","1839 Mason RD 1845 Mason RD","Katy","TX","77449","HARRIS",281-347-6840,"Licensed Center - Child Care Program","Full Permit",2/5/2008,64,"","322250","","Y","Y","Y","Y"
"1496339","","Little Angels Learning Center","2701 VICTORY DR ","MARSHALL","TX","75672","HARRISON",903-923-0303,"Licensed Center - Child Care Program","Full Permit",9/5/2012,121,"paulaheath@hotmail.com","1089365","","Y","Y","Y","Y"
"1521725","","Little Angels Mercy Daycare Academy","8250 CREEKBEND DR ","HOUSTON","TX","77071","HARRIS",713-995-6000,"Licensed Center - Child Care Program","Full Permit",3/25/2014,72,"angels4u2013@yahoo.com","1119786","","Y","Y","Y","Y"
"1557221","","Little Angels Playhouse LLC","24525 GOSLING RD ","SPRING","TX","77389","HARRIS",832-815-6528,"Licensed Center - Child Care Program","Full Permit",6/25/2015,63,"littleangelsplayhouse@yahoo.com","1168042","","Y","Y","Y","Y"
"898948","","Little Blooms Academy","6415 SAN FELIPE ST STE D","HOUSTON","TX","77057","HARRIS",713-785-6777,"Licensed Center - Child Care Program","Full Permit",2/9/2009,65,"","359620","","Y","Y","Y","Y"
"1615257","","Little Bo Peep Child Care Center","7302 LAWNDALE ST ","HOUSTON","TX","77012","HARRIS",713-921-6110,"Licensed Center - Child Care Program","Full Permit",8/17/2016,176,"littlebopeeplawndale@gmail.com","1231760","","Y","Y","Y","Y"
"1509709","","Little Bo Peep Childcare Center","6495 BARKER CYPRESS RD STE E","HOUSTON","TX","77084","HARRIS",281-550-6262,"Licensed Center - Child Care Program","Full Permit",10/9/2013,70,"littlebopeep6495@yahoo.com","1105413","","Y","Y","Y","Y"
"946707","","Little Bo Peep School and Child Care","1920 EVERGREEN DR ","HOUSTON","TX","77087","HARRIS",713-921-2000,"Licensed Center - Child Care Program","Full Permit",8/7/2009,115,"","417808","","Y","Y","Y","Y"
"1324488","","Little Einstein's Learning Academy","14633 BEECHNUT ST ","HOUSTON","TX","77083","HARRIS",281-568-9944,"Licensed Center - Child Care Program","Full Permit",11/30/2011,60,"","879392","","Y","Y","Y","Y"
"34191","","Little Folks Day Care and Preschool","1921 JOHANNA DR ","HOUSTON","TX","77055","HARRIS",713-682-1661,"Licensed Center - Child Care Program","Full Permit",6/2/1987,220,"","94580","","Y","Y","Y","Y"
"1552781","","Little Geniuses Academy","150 ISAACKS RD ","HUMBLE","TX","77338","HARRIS",832-995-5916,"Licensed Center - Child Care Program","Full Permit",4/13/2015,124,"admin@littlegeniusesacademy.com","1162302","","Y","Y","Y","Y"
"1516135","","Little Hands Daycare","6714 THORNWALL ST ","HOUSTON","TX","77092","HARRIS",713-724-3670,"Licensed Child-Care Home","Full Permit",5/17/2013,12,"","1112705","","Y","Y","Y","Y"
"1517386","","Little Hands Grandes Pasos Child Care","6018 LARK HAVEN LN ","HOUSTON","TX","77085","HARRIS",713-728-9855,"Licensed Child-Care Home","Full Permit",12/27/2013,12,"","1114217","","Y","Y","Y","Y"
"1499396","","Little Hands, Big Steps","21326 DORAL ROSE LN ","KATY","TX","77449","HARRIS",407-692-1513,"Licensed Child-Care Home","Full Permit",5/2/2013,12,"littlehandsbigsteps@gmail.com","1093364","","Y","Y","Y","Y"
"1531514","","Little Hearts Learning Center","5738 STRONG CREEK DR ","HOUSTON","TX","77084","HARRIS",713-232-0525,"Licensed Child-Care Home","Full Permit",7/14/2014,12,"keychertrent@yahoo.com","1133060","","Y","Y","Y","Y"
"1630141","","Little Lambs Christian Academy","6807 BIRNAM GARDEN LN ","HOUSTON","TX","77086","HARRIS",832-677-0639,"Licensed Child-Care Home","Full Permit",2/8/2017,12,"","1250404","","Y","Y","Y","Y"
"550861","","Little Lambs Early Childhood Center","20155 CYPRESSWOOD DR ","CYPRESS","TX","77433","HARRIS",281-373-0052,"Licensed Center - Child Care Program","Full Permit",1/19/2001,200,"","166744","","N","Y","Y","Y"
"1617119","","Little Laughter's Childcare Center","10209 VETERANS MEMORIAL DR STE 5","HOUSTON","TX","77038","HARRIS",281-445-6959,"Licensed Center - Child Care Program","Full Permit",7/20/2016,64,"","1234041","","Y","Y","Y","Y"
"1526682","","Little Leaders Academy","4223 JURA DR ","HOUSTON","TX","77084","HARRIS",281-855-0800,"Licensed Center - Child Care Program","Full Permit",4/3/2014,102,"LittleLeadersAcademy1@gmail.com","1126531","","Y","Y","Y","Y"
"1539208","","Little Learners Academy, LLC","10911 SABO RD ","HOUSTON","TX","77089","HARRIS",281-922-0000,"Licensed Center - Child Care Program","Full Permit",10/29/2014,176,"littlelearners1234@gmail.com","1144314","","Y","Y","Y","Y"
"1629199","","Little Learners Lighthouse","5819 W AIRPORT BLVD ","HOUSTON","TX","77035","HARRIS",832-573-7943,"Licensed Center - Child Care Program","Full Permit",11/28/2016,60,"","1249154","","Y","Y","Y","Y"
"1505484","","Little Longhorns Inc","10330 BLACKHAWK BLVD STE B","HOUSTON","TX","77089","HARRIS",281-412-4411,"Licensed Center - Child Care Program","Full Permit",12/19/2012,85,"thelittlelonghorns@yahoo.com","1100166","","Y","Y","Y","Y"
"1143486","","Little Miracles Montessori","2501 W HOLCOMBE BLVD ","HOUSTON","TX","77030","HARRIS",713-668-7300,"Licensed Center - Child Care Program","Full Permit",8/17/2011,58,"","657409","","Y","Y","Y","Y"
"892008","","Little Miracles Montessori","2520 SUNSET BLVD ","HOUSTON","TX","77005","HARRIS",713-522-9933,"Licensed Center - Child Care Program","Full Permit",9/26/2008,29,"littlemiracles2501@sbcglobal.net","349379","","Y","Y","Y","Y"
"875697","","Little Ones Daycare","1905 SHAVER ST ","PASADENA","TX","77502","HARRIS",713-534-9770,"Licensed Center - Child Care Program","Full Permit",12/19/2007,160,"sheilakot@sbcglobal.net","319642","","Y","Y","Y","Y"
"974986","","Little People's Early Learning Center","9701 ALMEDA GENOA RD ","HOUSTON","TX","77075","HARRIS",713-941-1733,"Licensed Center - Child Care Program","Full Permit",3/25/2009,100,"","453508","","Y","Y","Y","Y"
"878474","","Little People's Learning Tree","457 PICKERING ST ","HOUSTON","TX","77091","HARRIS",713-694-0066,"Licensed Center - Child Care Program","Full Permit",8/28/2008,62,"valarie879@sbcglobal.net","323695","","Y","Y","Y","Y"
"859912","","Little Peoples Greater Life","1655 F M 528 ","WEBSTER","TX","77598","HARRIS",281-332-8939,"Licensed Center - Child Care Program","Full Permit",11/22/2006,59,"hamsavazirani@aol.com","294088","","Y","Y","Y","Y"
"63541","","Little Peoples School","5601 5TH ST ","KATY","TX","77493","HARRIS",281-391-6577,"Licensed Center - Child Care Program","Full Permit",4/8/1986,114,"","95531","","Y","Y","Y","N"
"865196","","Little Promise Keepers INC","12320 CYPRESS NORTH HOUSTON R ","CYPRESS","TX","77429","HARRIS",281-807-0009,"Licensed Center - Child Care Program","Full Permit",9/5/2007,61,"lpkhouston@gmail.com","303916","","Y","Y","Y","Y"
"1625677","","Little Red School House","8238 TIDWELL RD ","HOUSTON","TX","77028","HARRIS",832-831-8886,"Licensed Center - Child Care Program","Full Permit",12/2/2016,44,"","1244013","","N","Y","Y","Y"
"1548841","","Little Rock Star Daycare","18200 S PARKVIEW DR ","HOUSTON","TX","77084","HARRIS",281-398-1444,"Licensed Center - Child Care Program","Full Permit",3/23/2015,70,"INFO@LROCKSTARDC.COM","1157479","","Y","Y","Y","Y"
"1501234","","Little Saints Children's Academy","19310 W LITTLE YORK RD STE D","KATY","TX","77449","HARRIS",281-550-6003,"Licensed Center - Child Care Program","Full Permit",9/19/2013,64,"","1095478","","Y","Y","Y","Y"
"1030487","","Little Scholars","11596 BEECHNUT ST # 1/2","HOUSTON","TX","77072","HARRIS",281-561-9888,"Licensed Center - Child Care Program","Full Permit",2/24/2010,199,"thuytien09@yahoo.com","518170","","N","N","Y","Y"
"1590456","","Little Scholars Academy","9606 SPRING CYPRESS RD ","SPRING","TX","77379","HARRIS",832-698-1352,"Licensed Center - Child Care Program","Full Permit",3/3/2016,195,"info@lsacademy.net","1205538","","Y","Y","Y","Y"
"1270368","","Little Scholars Learning Center","14043 WESTHEIMER RD ","HOUSTON","TX","77077","HARRIS",281-496-5437,"Licensed Center - Child Care Program","Full Permit",6/27/2011,95,"","811750","","Y","Y","Y","Y"
"1569157","","Little Scholars Place Learning Center","3203 FM 1960 RD W STE 8","HOUSTON","TX","77068","HARRIS",832-705-8129,"Licensed Center - Child Care Program","Full Permit",11/18/2015,51,"","1182640","","Y","Y","Y","Y"
"1357566","","Little Scholars Preschool","102 TEX HATLEY PKWY ","HALLSVILLE","TX","75650","HARRISON",903-668-4254,"Licensed Center - Child Care Program","Full Permit",2/13/2012,98,"littlescholars32@yahoo.com","920432","","Y","Y","Y","Y"
"842766","","Little Schoolhouse","2071 ANTOINE DR ","HOUSTON","TX","77055","HARRIS",713-681-3884,"Licensed Center - Child Care Program","Full Permit",8/25/2005,76,"littleschoolhouse2071@gmail.com","258309","","Y","Y","Y","Y"
"953866","","Little Star Mini Day Care","7118 ADDICKS CLODINE RD ","HOUSTON","TX","77083","HARRIS",281-498-8351,"Licensed Child-Care Home","Full Permit",10/26/2009,12,"","427070","","Y","Y","Y","Y"
"892894","","Little Star's Place","3414 SAPLING OAK DR ","HOUSTON","TX","77082","HARRIS",281-788-0565,"Licensed Child-Care Home","Full Permit",10/13/2008,12,"","350723","","Y","Y","Y","Y"
"1255768","","Little Stars Child Care","14434 BELLAIRE BLVD ","HOUSTON","TX","77083","HARRIS",281-530-4500,"Licensed Center - Child Care Program","Full Permit",6/28/2011,105,"","793917","","Y","Y","Y","Y"
"557411","","Little Stoltens","15635 JACINTOPORT BLVD ","HOUSTON","TX","77015","HARRIS",281-860-4983,"Licensed Center - Child Care Program","Full Permit",4/26/2002,45,"1littlestoltens@gmail.com","171952","","Y","Y","Y","N"
